ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-148,白日见鬼,bái rì jiàn guǐ,大白天看见鬼。指工部四曹无事可做，非常清闲◇泛指事情离奇古怪或无中生有。,八戒道哥啊，我们连日造化低了。这两日～！那个化风去的老儿是谁？”★明·吴承恩《西游记》第二十一回,宋·陆游《老学庵笔记》工、屯、虞、水，白日见鬼。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-149,白日升天,bái rì shēng tiān,原是道教指白昼升天成为神仙◇比喻一下子富贵起来。,遂去，悉度其妻妾，于是金氏门中两代～。”★鲁迅《中国文学史略》第二十六篇,汉·应劭《风俗通·正失》俗说淮南王安招致宾客方术之士数千人，作《鸿宝苑祕》枕中之书，铸成黄白，白日升天。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-150,白色恐怖,bái sè kǒng bù,白惨白。指反动派残酷镇压人民的恐怖气氛。,鲁迅先生对于白色恐怖毫不畏惧，一直把密信和文稿珍藏着。,鲁迅《且介亭杂文·关于新文字》然而他们却深知道新文字对于劳苦大众有利，所以在弥漫着白色恐怖的地方，这新文字是一定要受摧残的。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-151,白手起家,bái shǒu qǐ jiā,白手空手；起家创建家业。形容在没有基础和条件很差的情况下自力更生，艰苦创业。,你看，他发了多少财，～，靠的是谁？如今也忘了水源头了，墙上的草，两边倒着呢。★丁玲《太阳照在桑干河上》,《朱子语类》卷一０七今士大夫白屋起家，以致荣显。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-152,白首穷经,bái shǒu qióng jīng,直至年纪老了还在钻研经籍，犹言活到老，学到老。,兹予绩服之初，日思讲议之益，谓～之乐，尚可推以与人。★宋·苏辙《范镇可侍读太一宫使告词》,唐·韩偓《赠易卜崔江处士》白首穷经通秘义，青山养老度危时。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-153,白首同归,bái shǒu tóng guī,归归向、归宿。一直到头发白了，志趣依然相投。形容友谊长久，始终不渝◇用以表示都是老人而同时去世。,当君～日，是我青山独往时。★唐·白居易《九年十一月十一日感事而作》诗,晋·潘岳《金谷集作诗》春荣谁不慕，岁寒良独希；投分寄石友，白首同所归。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-154,白叟黄童,bái sǒu huáng tóng,白头发的老人和黄头发的孩子。泛指老老少少。,城乡内外，红男绿女，～，联袂往观者，何止千万人！★清·壮者《扫迷帚》第九回,明·无名氏《衣锦还乡》第四折仰赖圣德仁慈，白叟黄童，焚香顶礼，俺永享快乐也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-155,白天见鬼,bái tiān jiàn guǐ,比喻虚妄荒诞，不可能出现的事。同白日见鬼”。,周炳一面说‘我的时运太低，～！’说罢回身想走。★欧阳山《苦斗》十二,老舍《四世同堂》二九他太注意老二的无聊了，而始终以为老二的不敢到学校去是白天见鬼。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-156,白头如新,bái tóu rú xīn,白头头发白了；新新交。指交朋友彼此不能了解，时间虽久，仍跟刚认识一样。,而八年之间，语言不接，吉凶不相问吊，反有～之嫌。★宋·陈亮《与应仲书》,汉·邹阳《狱中上书自明》语曰白头如新，倾盖如故，何则？”《史记·鲁仲连邹阳列传》谚曰‘有白头如新，倾盖如故。’何则？知与不知也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-157,白头偕老,bái tóu xié lǎo,白头头发白；偕共同。夫妻相亲相爱，一直到老。,我原说过，她不会跟你～的。★巴金《寒夜》,《诗经·卫风·氓》及尔偕老。”明·陆采《怀香记·奉诏班师》孩儿，我与你母亲白头偕老，富贵双全。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-158,白雪阳春,bái xuě yáng chūn,原指战国时代楚国的一种较高级的歌曲。比喻高深的不通俗的文学艺术。,高山流水千年调，～万古情。★崔时佩《西厢记·琴心写恨》,战国·楚·宋玉《对楚王问》其为《阳阿》、《薤露》，国中属而和者数百人，其为《阳春》、《白雪》，国中属而和者不过数十人而已。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-159,白衣苍狗,bái yī cāng gǒu,苍灰白色。浮云象白衣裳，顷刻又变得象苍狗。比喻事物变化不定。,正是～多翻覆，沧海桑田几变更。★明·张景《飞丸记·梨园鼓吹》,唐·杜甫《可叹诗》天上浮云似白衣，斯须改变如苍狗。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-160,白衣卿相,bái yī qīng xiàng,古时指进士。唐代人极看重进士，宰相多由进士出身，故推重进士为白衣卿相，是说虽是白衣之士，但享有卿相的资望。,小生不才杀者波，也是国家～。★元·吴昌龄《张天师》第二折,五代·王定保《唐摭言·卷一·散序进士》缙绅虽位极人臣，不由进士者，终不为美，以至岁贡常不减八九百人，其推重谓之‘白衣公卿’，又曰‘一品白衫’。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-161,白云苍狗,bái yún cāng gǒu,苍灰白色。浮云象白衣裳，顷刻又变得象苍狗。比喻事物变化不定。,真是世事～，不禁感慨系之矣！★鲁迅《华盖集后记》,唐·杜甫《可叹诗》天上浮云似白衣，斯须改变如苍狗。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-162,百般折磨,bǎi bān zhé mó,用各种方式使人在肉体上、精神上遭受痛苦。,她任凭酷刑～，紧咬着牙关，始终坚贞不屈。★《言行和心理》,宋·李昿《太平广记·精察二·孟简》土豪又叫村里的二十多个妇女……然后揪着她的头发把头往地上碰，百般折磨污辱，包君的妻子本来就瘦弱多病，并且怀有身孕，回到船上就死了。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-163,百弊丛生,bǎi bì cóng shēng,百形容多；弊弊端，害处。各种弊害都产生出来了。,今以十当一，是反以四钱八分铜作一钱二分用也。民间私閒改铸，～。★柯劭忞《清史稿·袁希祖传》,梁启超《政治学学理摭言》而此等异论，何以能容喙焉？何以能动人焉？则以智慧程度未达于大多数，而欲幸福之程度进于大多数，未有不百弊丛生，而贻反对之徒以口实者也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-164,百不失一,bǎi bù shī yī,一百次中无一次失误。表示射箭或打枪命中率高，或做事有充分把握。,他把算子一动，便晓得这人姓名，穷通寿夭，～。★明·凌濛初《初刻拍案惊奇》卷七,汉·王充《论衡·须颂》从门应庭，听堂室之言，什而失九，如升堂窥室，百不失一。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-165,百步穿杨,bǎi bù chuān yáng,在一百步远以外射中杨柳的叶子。形容箭法或枪法十分高明。,（关羽）带箭回寨，方知黄忠有百步穿杨之能。★明·罗贯中《三国演义》第五十三回,《史记·周本纪》楚有养由基者，善射者也，去柳叶百步而射之，百发而百中之。”《战国策·西周策》楚有养由基者，善射；去柳叶百步而射之，百发百中。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-166,百尺竿头,bǎi chǐ gān tóu,桅杆或杂技长竿的顶端。比喻极高的官位和功名，或学问、事业有很高的成就。,功名～，自古及今，有几个干休。★元·张养浩《折桂令》曲,唐·吴融《商人》诗百尺竿头五两斜，此生何处不为家。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
